AFFGEOID,DNAME11
1500000US517000322121, 33
1500000US510594221023, 23
1500000US518100418013, 15
1500000US515102001033, 20
1500000US511210204003, 3
1500000US510594512002, 20
1500000US517100031002, 13
1500000US510594521012, 20
1500000US516003005001, 28
1500000US518100408011, 15
1500000US517100061004, 15
1500000US518100410021, 15
1500000US510594202013, 24
1500000US510594156001, 24
1500000US510411008122, 30
1500000US510594825012, 19
1500000US510594809011, 19
1500000US510594158001, 24
1500000US510594814004, 28
1500000US517900003004, 9
1500000US517000304001, 13
1500000US516708201001, 38
1500000US510594912014, 26
1500000US510594322021, 25
1500000US510594208001, 24
1500000US517600607003, 32
1500000US510594805022, 19
1500000US518000755013, 11
1500000US515500210122, 8
1500000US515500202002, 14
1500000US517308113001, 38
1500000US515958902003, 38
1500000US510594615001, 17
1500000US517000313002, 13
1500000US515102013002, 21
1500000US517600708023, 32
1500000US518100462064, 8
1500000US510594913013, 26
1500000US517600406001, 35
1500000US510872007002, 35
1500000US516003004003, 28
1500000US510950802032, 37
1500000US511539012372, 23
1500000US518100448082, 16
1500000US510594310011, 25
1500000US510872003021, 35
1500000US510594821001, 19
1500000US515900003002, 6
1500000US511930104005, 36
1500000US511539009013, 36
1500000US517600410001, 35
1500000US510872005032, 35
1500000US510594528012, 20
1500000US510872009043, 31
1500000US516003002004, 28
1500000US515102011003, 21
1500000US510853206012, 40
1500000US511539017016, 27
1500000US511210204002, 3
1500000US517000313004, 13
1500000US510411008181, 32
1500000US516500118004, 13
1500000US518100462191, 8
1500000US517100004003, 13
1500000US511930104003, 36
1500000US515200201003, 2
1500000US517308110001, 38
1500000US515500202004, 14
1500000US515102001073, 21
1500000US516800019003, 7
1500000US510090105021, 7
1500000US517308107002, 38
1500000US518100444012, 16
1500000US510872015015, 31
1500000US510594901034, 26
1500000US510594202031, 24
1500000US510030108002, 9
1500000US515500214032, 14
1500000US517100026002, 13
1500000US517600212001, 31
1500000US510872001062, 40
1500000US518100418012, 15
1500000US510594309011, 25
1500000US511539015063, 27
1500000US511210207003, 3
1500000US516900002002, 6
1500000US510131033002, 21
1500000US515102020021, 21
1500000US517600504002, 35
1500000US510872003031, 35
1500000US518100462242, 8
1500000US517600203001, 31
1500000US518100434002, 16
1500000US510872002012, 35
1500000US510131035032, 21
1500000US510594204002, 21
1500000US510594918031, 26
1500000US517700009004, 4
1500000US515102012023, 21
1500000US518400002022, 18
1500000US510131035013, 21
1500000US510594918033, 28
1500000US517402103003, 14
1500000US510594709002, 17
1500000US518000655002, 11
1500000US516500118006, 13
1500000US516500115001, 13
1500000US516500116001, 13
1500000US517700025004, 4
1500000US518100458011, 16
1500000US510594525022, 20
1500000US511076110221, 22
1500000US516900002003, 6
1500000US517000312002, 33
1500000US510594306001, 25
1500000US515102004071, 20
1500000US510872010011, 31
1500000US510131020011, 20
1500000US516500103133, 12
1500000US511350003002, 39
1500000US510594214003, 24
1500000US517402131013, 11
1500000US517000321291, 33
1500000US517100056023, 13
1500000US515500208082, 14
1500000US518400001001, 18
1500000US510594914014, 26
1500000US510131008001, 20
1500000US510872001194, 40
1500000US510594507022, 17
1500000US517900002001, 9
1500000US510594616023, 17
1500000US510872011013, 31
1500000US511539007012, 36
1500000US510594618022, 28
1500000US518100440033, 16
1500000US510594407021, 25
1500000US516500103121, 33
1500000US517000322232, 33
1500000US510872001201, 40
1500000US518100460121, 8
1500000US516839104024, 27
1500000US516500119001, 13
1500000US510872001242, 40
1500000US510594705001, 17
1500000US516708205003, 38
1500000US518000651002, 11
1500000US518100462221, 8
1500000US515102007033, 21
1500000US510411009214, 30
1500000US518100454271, 16
1500000US510594606002, 17
1500000US511210205001, 3
1500000US516600002072, 10
1500000US510594152002, 24
1500000US510594606001, 17
1500000US510594526003, 24
1500000US511790102131, 36
1500000US510594823033, 28
1500000US516500103101, 33
1500000US510594707001, 17
1500000US518100458101, 16
1500000US510131028016, 20
1500000US518100410034, 15
1500000US511539012281, 23
1500000US510594160003, 24
1500000US511959312003, 2
1500000US515500203001, 14
1500000US516500115003, 13
1500000US511730303022, 1
1500000US510932801042, 11
1500000US510872001052, 40
1500000US510872004102, 35
1500000US510594819001, 19
1500000US510594808021, 19
1500000US510594826013, 26
1500000US510594301013, 28
1500000US510979504001, 31
1500000US510890111002, 6
1500000US511119302003, 39
1500000US510872008041, 35
1500000US510594503002, 17
1500000US510594405023, 28
1500000US510594305001, 25
1500000US510594524002, 25
1500000US510594809033, 19
1500000US510594617003, 17
1500000US510594705003, 17
1500000US510594709001, 17
1500000US510030113021, 9
1500000US511350001003, 39
1500000US510594158003, 24
1500000US510594816001, 28
1500000US510594501003, 17
1500000US510594313001, 25
1500000US510594323001, 25
1500000US510594315001, 25
1500000US510594825031, 19
1500000US510594814001, 28
1500000US510594823022, 28
1500000US510594208003, 24
1500000US510594216001, 24
1500000US510594521011, 20
1500000US510594513002, 20
1500000US510594514002, 20
1500000US510594506013, 17
1500000US511838703002, 38
1500000US511430110013, 6
1500000US511670304012, 2
1500000US511690303002, 2
1500000US511770202022, 34
1500000US511790105021, 34
1500000US511790102052, 36
1500000US511790103033, 34
1500000US516839102014, 26
1500000US516839102011, 26
1500000US515400010002, 29
1500000US515900001001, 6
1500000US515900003001, 6
1500000US515900005001, 6
1500000US515900010002, 6
1500000US511970502004, 1
1500000US516600002042, 10
1500000US515708303001, 38
1500000US518400002014, 18
1500000US518400002023, 18
1500000US518400002025, 18
1500000US516600004023, 10
1500000US516708203001, 38
1500000US510754002002, 40
1500000US510131001002, 17
1500000US510131007003, 20
1500000US510131001001, 17
1500000US516400701015, 1
1500000US517900002002, 9
1500000US515102001042, 20
1500000US515102003023, 20
1500000US515102008022, 21
1500000US515102009001, 21
1500000US516105002002, 17
1500000US515102010001, 21
1500000US515102014002, 21
1500000US515102014003, 21
1500000US515102015001, 21
1500000US515102018014, 21
1500000US515102004051, 24
1500000US515102006003, 21
1500000US515102003034, 24
1500000US517600710014, 32
1500000US517600104021, 35
1500000US517600502003, 35
1500000US517600407001, 35
1500000US517600405001, 35
1500000US517600411001, 35
1500000US517600604005, 32
1500000US517600604002, 32
1500000US517600709001, 32
1500000US517600402001, 35
1500000US517600302002, 35
1500000US517600301002, 35
1500000US516708206002, 38
1500000US517600206002, 31
1500000US517600604001, 32
1500000US517600607005, 32
1500000US517600708022, 32
1500000US516789305004, 5
1500000US516859201003, 26
1500000US515400010003, 29
1500000US515400004022, 29
1500000US516300004002, 34
1500000US516300001001, 34
1500000US516300002004, 34
1500000US515400005021, 9
1500000US515400007002, 9
1500000US517600701003, 30
1500000US517600710013, 32
1500000US517308106002, 38
1500000US517308107001, 38
1500000US517308112002, 38
1500000US517600109002, 31
1500000US516003001004, 28
1500000US516003005003, 28
1500000US510538403002, 38
1500000US511552104002, 3
1500000US511552102013, 3
1500000US511910105012, 2
1500000US510411009211, 30
1500000US510411009072, 30
1500000US510411008231, 32
1500000US510411008053, 32
1500000US511959315003, 2
1500000US510411008071, 32
1500000US510411008042, 32
1500000US510411009292, 30
1500000US510411006002, 38
1500000US510411006003, 38
1500000US510839308001, 39
1500000US510510402002, 2
1500000US510411009103, 30
1500000US510131009003, 20
1500000US510131029022, 21
1500000US510131031002, 21
1500000US517000313003, 33
1500000US517000320063, 33
1500000US515500210124, 8
1500000US517000321233, 33
1500000US515500213013, 14
1500000US510932801061, 11
1500000US510932801062, 11
1500000US510411005052, 32
1500000US510411004072, 32
1500000US510411002061, 32
1500000US510411004094, 32
1500000US510131018011, 21
1500000US517600706014, 32
1500000US516200901003, 11
1500000US511730307012, 1
1500000US518400001003, 18
1500000US510131011001, 20
1500000US510131009001, 20
1500000US510131007001, 20
1500000US510131006002, 20
1500000US510131015005, 20
1500000US510131019003, 20
1500000US510131025003, 21
1500000US510131032004, 21
1500000US510131017023, 21
1500000US510350803003, 1
1500000US510770601013, 1
1500000US517900002003, 9
1500000US517900003003, 9
1500000US517900004003, 9
1500000US517900005002, 9
1500000US510594619021, 28
1500000US510594917025, 28
1500000US510594916012, 26
1500000US510594916011, 26
1500000US510594309021, 25
1500000US510594822033, 19
1500000US510594316002, 25
1500000US510594712011, 17
1500000US510310203001, 7
1500000US510310204022, 7
1500000US510411004061, 32
1500000US510411002054, 32
1500000US510411010111, 30
1500000US511539001001, 23
1500000US511539004092, 23
1500000US511539006001, 23
1500000US511539005021, 23
1500000US511539004072, 23
1500000US511539010091, 23
1500000US510594811021, 19
1500000US510594506012, 17
1500000US510594911034, 26
1500000US510594911033, 26
1500000US510594528021, 20
1500000US510594612011, 28
1500000US510411009232, 30
1500000US510411010081, 30
1500000US510594711001, 17
1500000US510594320002, 28
1500000US510594205021, 24
1500000US510594302021, 28
1500000US510594217012, 24
1500000US510594217011, 24
1500000US510594405021, 28
1500000US510594826024, 28
1500000US510594210022, 24
1500000US510411008201, 32
1500000US518100440031, 16
1500000US518100434001, 16
1500000US517402131012, 11
1500000US517402121001, 14
1500000US511498501001, 38
1500000US510594619012, 28
1500000US510594802021, 17
1500000US510594901011, 26
1500000US510594825014, 19
1500000US510594918032, 26
1500000US510131028011, 20
1500000US510131022004, 20
1500000US518000751023, 11
1500000US518000751011, 11
1500000US517100007001, 13
1500000US517600706013, 32
1500000US517100057021, 13
1500000US517100024001, 13
1500000US517100022002, 13
1500000US517100044003, 14
1500000US517100058001, 13
1500000US517100036001, 13
1500000US516500103072, 33
1500000US516500103092, 33
1500000US511076106041, 22
1500000US511076105043, 22
1500000US515200204004, 2
1500000US516500115004, 13
1500000US510131023021, 20
1500000US510131028015, 21
1500000US510131014034, 20
1500000US517600610002, 32
1500000US517600604004, 32
1500000US517600608002, 32
1500000US517100037002, 13
1500000US518000755015, 11
1500000US518000757024, 11
1500000US517700006022, 5
1500000US517700011001, 4
1500000US517700024001, 4
1500000US517700026001, 4
1500000US518000654001, 11
1500000US517600104012, 35
1500000US517600202002, 31
1500000US517100070021, 15
1500000US510131014023, 20
1500000US510131014033, 20
1500000US510131018021, 21
1500000US510131016021, 21
1500000US515400004011, 9
1500000US515400007003, 9
1500000US511838702021, 38
1500000US511838702012, 38
1500000US517500101021, 3
1500000US516500103042, 33
1500000US515102001051, 20
1500000US515102004055, 24
1500000US515102004041, 24
1500000US511076110191, 22
1500000US511076118021, 22
1500000US511076116012, 19
1500000US511076110121, 22
1500000US511076110233, 22
1500000US511076110222, 22
1500000US511076110161, 22
1500000US511076110062, 22
1500000US511076110101, 22
1500000US517000322243, 33
1500000US517000320062, 33
1500000US510050701002, 5
1500000US510050701004, 5
1500000US511076110141, 22
1500000US511076107021, 22
1500000US511076110171, 22
1500000US515102003012, 21
1500000US515102004054, 24
1500000US516600002071, 10
1500000US517000321262, 33
1500000US517000322233, 33
1500000US510150711012, 9
1500000US511650102001, 10
1500000US510131020032, 20
1500000US510131038001, 21
1500000US510131027021, 21
1500000US510131035012, 21
1500000US516600001022, 10
1500000US517000311002, 11
1500000US515500208073, 8
1500000US515500208062, 8
1500000US510690511012, 18
1500000US510690511011, 18
1500000US510690508022, 18
1500000US510853210021, 31
1500000US510853214021, 31
1500000US510853210011, 31
1500000US511076111012, 19
1500000US511076106014, 22
1500000US511076112041, 19
1500000US510731003022, 37
1500000US516500108002, 12
1500000US516500112001, 12
1500000US516839102021, 26
1500000US516839103013, 26
1500000US516839103021, 26
1500000US511770203041, 34
1500000US511539014162, 27
1500000US511539015061, 27
1500000US511539014083, 27
1500000US511539005013, 23
1500000US511539012283, 23
1500000US511790101052, 36
1500000US511790102111, 36
1500000US511790104062, 34
1500000US511790102053, 36
1500000US511790102122, 36
1500000US517402109001, 14
1500000US517402105001, 14
1500000US510594914013, 26
1500000US518100454212, 16
1500000US518100452003, 16
1500000US518100460141, 8
1500000US518100462203, 8
1500000US518100462233, 8
1500000US517308104001, 38
1500000US518100408023, 15
1500000US510594917022, 28
1500000US510594307001, 25
1500000US510594922022, 23
1500000US510594506011, 17
1500000US510594802031, 17
1500000US518100456032, 15
1500000US518100456041, 15
1500000US518100440034, 16
1500000US518100448074, 16
1500000US518100454252, 16
1500000US518100462134, 8
1500000US510594523012, 25
1500000US510594914012, 26
1500000US510594918012, 26
1500000US510594811041, 19
1500000US510731003023, 37
1500000US510594154011, 24
1500000US510594152003, 24
1500000US510594214004, 24
1500000US510594516014, 20
1500000US510594205031, 24
1500000US510330302011, 40
1500000US518100454272, 16
1500000US517402126001, 14
1500000US517402129003, 14
1500000US517308113003, 38
1500000US517308105001, 38
1500000US510594911021, 26
1500000US510670208002, 4
1500000US511770203072, 34
1500000US511770204081, 34
1500000US511770201133, 34
1500000US511770202012, 34
1500000US511990503031, 12
1500000US511990503051, 33
1500000US511210210001, 3
1500000US511277002003, 31
1500000US511179302001, 39
1500000US511970503014, 1
1500000US516300003021, 34
1500000US510872001273, 40
1500000US511539012212, 23
1500000US511539014072, 27
1500000US510010901004, 12
1500000US511990502044, 12
1500000US510030105001, 29
1500000US510030113032, 9
1500000US510030103004, 29
1500000US510030109031, 9
1500000US511539012122, 23
1500000US511539012243, 23
1500000US511539012292, 23
1500000US510839308003, 39
1500000US510839306003, 39
1500000US515900009002, 6
1500000US515900007003, 6
1500000US511539015051, 27
1500000US511539012331, 23
1500000US511539012371, 23
1500000US511539010112, 36
1500000US510853212011, 31
1500000US510872003053, 35
1500000US510872011014, 31
1500000US510872015014, 31
1500000US510872001164, 40
1500000US510872001263, 40
1500000US510872001301, 40
1500000US510872004141, 40
1500000US510872012012, 31
1500000US510872017012, 31
1500000US510950801021, 33
1500000US516300001002, 34
1500000US511539002022, 23
1500000US511539007021, 23
1500000US511539012233, 23
1500000US515800601003, 5
1500000US518200034002, 9
1500000US518200032003, 9
1500000US511539010011, 36
1500000US511539012091, 23
1500000US511539016021, 27
1500000US511539014031, 27
1500000US511539012273, 23
1500000US511539012095, 23
1500000US510190501002, 5
1500000US511076113002, 19
1500000US511076105052, 22
1500000US511076117003, 19
1500000US518100460061, 8
1500000US517402114002, 14
1500000US517402117001, 14
1500000US517402118003, 14
1500000US517402121002, 14
1500000US517402126002, 14
1500000US517100057022, 13
1500000US517100061001, 15
1500000US517100066021, 15
1500000US517100066063, 15
1500000US518109901000, 16
1500000US518100402003, 15
1500000US517100029004, 13
1500000US517100034001, 14
1500000US517100040011, 14
1500000US517100043002, 14
1500000US517100044001, 15
1500000US517100051002, 14
1500000US517100055002, 13
1500000US515500210062, 14
1500000US515500209041, 14
1500000US515500213011, 11
1500000US515500214041, 14
1500000US515500216021, 11
1500000US515500216024, 11
1500000US518100422024, 16
1500000US518100428014, 16
1500000US518100442002, 16
1500000US518100448071, 16
1500000US518100454052, 16
1500000US517402103001, 14
1500000US517402106002, 14
1500000US517100069012, 15
1500000US517109900000, 13
1500000US517100005001, 13
1500000US517100014001, 13
1500000US517100002024, 13
1500000US518100404044, 15
1500000US518100408013, 15
1500000US518100410022, 15
1500000US518100412001, 15
1500000US518100422011, 15
1500000US518100422012, 15
1500000US518100438004, 16
1500000US517000303002, 13
1500000US517000306003, 13
1500000US518100458081, 8
1500000US518100460101, 15
1500000US518100460054, 15
1500000US518100460142, 8
1500000US517402127021, 14
1500000US517402131011, 11
1500000US517000320021, 33
1500000US517000313001, 33
1500000US518100410032, 15
1500000US517000308002, 13
1500000US518100448061, 16
1500000US518100454142, 16
1500000US518100454221, 16
1500000US518100458062, 16
1500000US518100460052, 15
1500000US518100462122, 8
1500000US518100462144, 8
1500000US518100462243, 8
1500000US517100024003, 13
1500000US517100024002, 13
1500000US517100027001, 13
1500000US517100028003, 13
1500000US517000316012, 33
1500000US517000304002, 13
1500000US518100454173, 16
1500000US517100056013, 13
1500000US518100458071, 15
1500000US518100460123, 8
1500000US518100462113, 8
1500000US518100462225, 8
1500000US518100404031, 15
1500000US517000321282, 33
1500000US510150708004, 9
1500000US510150705002, 9
1500000US510150712001, 9
1500000US516500110002, 12
1500000US516500103122, 33
1500000US516500107032, 12
1500000US516500120002, 13
1500000US516500101032, 12
1500000US516500101041, 12
1500000US511650111001, 10
1500000US511650105002, 10
1500000US511650114003, 10
1500000US510594616014, 17
1500000US511990502041, 12
1500000US517353402003, 12
1500000US517700005003, 5
1500000US517700001002, 4
1500000US511959309002, 2
1500000US517500102002, 3
1500000US510690511022, 18
1500000US510690501002, 18
1500000US510919701003, 5
1500000US511710403002, 18
1500000US511610302051, 5
1500000US511610307021, 4
1500000US511610308011, 4
1500000US511610308012, 4
1500000US510270103003, 2
1500000US515500200023, 14
1500000US515500200033, 8
1500000US515500204001, 14
1500000US515500206004, 14
1500000US517700025003, 4
1500000US511850202004, 1
1500000US511850210003, 1
1500000US511850210004, 1
1500000US511552103005, 3
1500000US511552103004, 3
1500000US510719303003, 3
1500000US510719304004, 3
1500000US510479305022, 29
1500000US510619307063, 27
1500000US510594809013, 19
1500000US510411009293, 30
1500000US516600001013, 10
1500000US517100002021, 13
1500000US516800006002, 7
1500000US518100416002, 15
1500000US517000309001, 13
1500000US510030108003, 9
1500000US510872001072, 30
1500000US510090101004, 7
1500000US510790302002, 29
1500000US517308110002, 38
1500000US510131026002, 21
1500000US515500204003, 14
1500000US518100454051, 16
1500000US510872008051, 35
1500000US517700001003, 4
1500000US511730306003, 1
1500000US511210203005, 3
1500000US517402120001, 14
1500000US511790102073, 36
1500000US517000309002, 13
1500000US510594324023, 25
1500000US511319302002, 12
1500000US517700018003, 4
1500000US517700019002, 4
1500000US517700027004, 4
1500000US517700003001, 4
1500000US517700009002, 4
1500000US517700022001, 4
1500000US511990503063, 33
1500000US518100460062, 8
1500000US517000306001, 13
1500000US516500106021, 12
1500000US516500103102, 33
1500000US516500104005, 33
1500000US516500101036, 12
1500000US516500118001, 13
1500000US518000653004, 11
1500000US517000303001, 13
1500000US517000308001, 13
1500000US517000322122, 33
1500000US511752002001, 38
1500000US518303701003, 37
1500000US511076110214, 22
1500000US511610308013, 4
1500000US510411003001, 32
1500000US510594161002, 24
1500000US517000303006, 13
1500000US510594506014, 17
1500000US510594301011, 28
1500000US510150711022, 9
1500000US510411009301, 30
1500000US517100057012, 13
1500000US515102018011, 21
1500000US510310204031, 7
1500000US510131036012, 21
1500000US516800006004, 7
1500000US516800010003, 7
1500000US516800016002, 7
1500000US516800017001, 7
1500000US516800006001, 7
1500000US516800007001, 7
1500000US510090101003, 7
1500000US510310209003, 39
1500000US510310207001, 7
1500000US511390305005, 10
1500000US510619304011, 27
1500000US511870204003, 18
1500000US511870205003, 18
1500000US516800009001, 7
1500000US510594826012, 26
1500000US517600204005, 31
1500000US510594616021, 17
1500000US510310203002, 7
1500000US511539014033, 27
1500000US510594826022, 28
1500000US510131007004, 20
1500000US516800002012, 7
1500000US517100066061, 15
1500000US510594302012, 25
1500000US510411009104, 30
1500000US510131018031, 21
1500000US518100410031, 15
1500000US511539016013, 26
1500000US510131012002, 20
1500000US511076110131, 22
1500000US515900006003, 6
1500000US510594822034, 19
1500000US517700005004, 5
1500000US517600305001, 32
1500000US510594811051, 19
1500000US516600004024, 10
1500000US510872008043, 31
1500000US510594524001, 25
1500000US510594402024, 17
1500000US510594917043, 28
1500000US510030107001, 29
1500000US517100064002, 15
1500000US511770201071, 34
1500000US517100003001, 13
1500000US517100056022, 13
1500000US517100059024, 15
1500000US510411009151, 30
1500000US518400002011, 18
1500000US510594211013, 24
1500000US510131015002, 21
1500000US518100428013, 16
1500000US510594528014, 20
1500000US510131013004, 20
1500000US515102012041, 21
1500000US510594316003, 25
1500000US517000320023, 33
1500000US510131036021, 21
1500000US510594522003, 25
1500000US510872004072, 40
1500000US510411004052, 32
1500000US510594615002, 28
1500000US517750102003, 4
1500000US517353401001, 12
1500000US510594811043, 19
1500000US510872014031, 31
1500000US511210209001, 3
1500000US510131017031, 21
1500000US510594712022, 17
1500000US510150701003, 10
1500000US510594809022, 19
1500000US518100462114, 8
1500000US515200203002, 2
1500000US511539012112, 23
1500000US517000322113, 33
1500000US517000322231, 33
1500000US517600102001, 35
1500000US515958902002, 38
1500000US515500210121, 8
1500000US510594218002, 24
1500000US511690304002, 2
1500000US518100448072, 16
1500000US517100002012, 13
1500000US516839104013, 27
1500000US510872012022, 31
1500000US510131016022, 21
1500000US510594218001, 24
1500000US510131009002, 20
1500000US510150711011, 9
1500000US510594601001, 28
1500000US510890103004, 6
1500000US515500214023, 14
1500000US517000320052, 33
1500000US511539012261, 23
1500000US510890102004, 6
1500000US511730301001, 1
1500000US511539010102, 36
1500000US510872015013, 32
1500000US510594913014, 26
1500000US510594205033, 24
1500000US510594817012, 28
1500000US510594224021, 24
1500000US510594811062, 19
1500000US510131027022, 21
1500000US511539015082, 27
1500000US510594223024, 24
1500000US518000651001, 11
1500000US510594922023, 25
1500000US510872004061, 35
1500000US510872015022, 32
1500000US518100446004, 16
1500000US516600002044, 10
1500000US510594712012, 17
1500000US515500202003, 14
1500000US511970503011, 1
1500000US510594615003, 28
1500000US511076114001, 19
1500000US511076119002, 22
1500000US510131036011, 21
1500000US517308103003, 38
1500000US517600409002, 35
1500000US510594616022, 17
1500000US511076110052, 22
1500000US517402124003, 14
1500000US516789305006, 5
1500000US511210206002, 3
1500000US510594713032, 17
1500000US510594323002, 25
1500000US510950801013, 37
1500000US517402124001, 14
1500000US510594223021, 24
1500000US510594825043, 28
1500000US517100025001, 13
1500000US510594804021, 19
1500000US517600608001, 32
1500000US517600701002, 30
1500000US511790104041, 34
1500000US515900006002, 6
1500000US516500101034, 12
1500000US516500103132, 12
1500000US517600501002, 35
1500000US510594923002, 25
1500000US518000757021, 11
1500000US510594154022, 24
1500000US510872004071, 40
1500000US510594507021, 17
1500000US510594525021, 20
1500000US515102006005, 24
1500000US510594306003, 25
1500000US510594917041, 28
1500000US510594407023, 25
1500000US517600706021, 32
1500000US518000655003, 11
1500000US515102007021, 21
1500000US510594211034, 24
1500000US511990503043, 12
1500000US516600002051, 10
1500000US510594713031, 17
1500000US518400002012, 18
1500000US510594314001, 25
1500000US511199510002, 37
1500000US511076118033, 26
1500000US511210204001, 3
1500000US516859201002, 26
1500000US510872001231, 40
1500000US518100416003, 15
1500000US510131014032, 20
1500000US517600502002, 35
1500000US510594310012, 25
1500000US510594825015, 19
1500000US517100059011, 15
1500000US517100004002, 13
1500000US518100430042, 16
1500000US516600004022, 10
1500000US510131029021, 21
1500000US511539012252, 23
1500000US517100013001, 13
1500000US510872001121, 40
1500000US517000322242, 33
1500000US510594155002, 24
1500000US517100065012, 15
1500000US517100057013, 13
1500000US515102018022, 21
1500000US518100440011, 16
1500000US517100061002, 15
1500000US510131015003, 21
1500000US515500208041, 8
1500000US517600107001, 31
1500000US510131013003, 20
