AFFGEOID,DNAME11
1500000US518100440011, 9
1500000US517100061002, 34
1500000US510131015003, 31
1500000US515500208041, 37
1500000US517600107001, 66
1500000US510131013003, 99
1500000US510594915012, 84
1500000US510932801041, 48
1500000US517700018004, 17
1500000US510594706002, 30
1500000US510131018034, 31
1500000US515400007004, 70
1500000US510131036013, 98
1500000US517600105002, 66
1500000US515500210061, 40
1500000US515102018021, 98
1500000US515102013003, 98
1500000US516708205004, 57
1500000US516600003024, 22
1500000US517000322114, 44
1500000US517900003001, 20
1500000US510872001221, 68
1500000US510872001122, 68
1500000US518100406003, 43
1500000US517100035014, 34
1500000US510731005002, 46
1500000US511539004102, 96
1500000US510411008121, 69
1500000US517000319022, 48
1500000US510594917021, 86
1500000US518100460094, 37
1500000US516708206001, 57
1500000US517402127013, 33
1500000US510090105031, 10
1500000US517600410002, 76
1500000US517600605003, 77
1500000US517600305002, 77
1500000US516839101003, 81
1500000US511539015081, 55
1500000US510594608001, 63
1500000US511539016022, 81
1500000US516900003001, 6
1500000US517308111002, 58
1500000US517600107003, 66
1500000US518000757011, 45
1500000US518000757031, 45
1500000US515400002013, 70
1500000US510853211002, 66
1500000US510872003032, 74
1500000US516400701012, 4
1500000US510150701004, 16
1500000US510411008052, 71
1500000US510411002093, 67
1500000US510594324022, 92
1500000US510411008062, 71
1500000US511076105031, 54
1500000US516300002003, 90
1500000US516839104012, 81
1500000US510131007005, 31
1500000US516600003023, 22
1500000US510131023023, 100
1500000US515102003033, 93
1500000US511910105013, 2
1500000US516105002001, 64
1500000US518400002021, 91
1500000US515102009002, 98
1500000US515102016004, 98
1500000US515102001031, 93
1500000US510131003004, 30
1500000US510131001003, 30
1500000US511076106042, 53
1500000US511076112093, 56
1500000US511076118052, 51
1500000US511076110172, 54
1500000US510594153002, 89
1500000US510594322011, 85
1500000US510594407022, 95
1500000US510594821002, 62
1500000US510594508003, 95
1500000US510950802061, 73
1500000US511790104052, 90
1500000US515900005003, 25
1500000US510790302004, 49
1500000US517100060001, 24
1500000US517100066073, 24
1500000US517100001002, 24
1500000US510411005092, 57
1500000US511850207001, 7
1500000US511539016025, 82
1500000US517402127022, 33
1500000US517402131035, 35
1500000US517402128011, 33
1500000US511770201111, 72
1500000US510594301021, 85
1500000US510594319001, 85
1500000US510594310013, 92
1500000US510411002082, 67
1500000US510872010023, 60
1500000US510872009062, 65
1500000US516500107021, 27
1500000US516500116002, 27
1500000US511990502032, 36
1500000US511990503061, 44
1500000US510030113031, 70
1500000US517700031002, 14
1500000US517700003002, 13
1500000US517000321273, 48
1500000US511076113001, 56
1500000US516500105021, 27
1500000US516500101042, 27
1500000US518100410043, 38
1500000US518100448062, 9
1500000US518100428012, 23
1500000US518100458082, 38
1500000US518100462123, 38
1500000US517100029003, 34
1500000US517100040021, 32
1500000US517100050002, 41
1500000US510179201002, 16
1500000US511552102011, 5
1500000US518100458032, 38
1500000US518100404022, 43
1500000US510690511023, 91
1500000US510690510001, 91
1500000US511650108001, 29
1500000US518100440042, 9
1500000US518100456043, 38
1500000US518100448063, 23
1500000US518100454273, 9
1500000US518100460102, 37
1500000US517402111001, 32
1500000US511539002032, 94
1500000US510594605023, 64
1500000US510594302023, 85
1500000US510594222021, 94
1500000US515500204002, 41
1500000US516600001012, 22
1500000US517600709004, 77
1500000US515500215022, 35
1500000US515800601001, 16
1500000US518200033001, 11
1500000US515900004003, 25
1500000US517402115001, 32
1500000US510872001163, 68
1500000US517308113002, 59
1500000US511539004093, 96
1500000US511539012302, 78
1500000US517100065011, 24
1500000US518100454261, 9
1500000US510594224022, 88
1500000US510594518001, 99
1500000US515400007001, 70
1500000US510131013005, 99
1500000US518100454211, 9
1500000US510594207001, 89
1500000US510411009241, 75
1500000US510594519003, 93
1500000US510594820013, 62
1500000US510594619011, 87
1500000US510594805053, 62
1500000US518100462252, 39
1500000US510594707002, 30
1500000US511639301003, 16
1500000US517600204004, 60
1500000US511790102121, 80
1500000US511790102113, 80
1500000US511790103042, 79
1500000US511539004091, 96
1500000US511730303021, 7
1500000US516859201005, 81
1500000US510594318012, 85
1500000US518400003013, 91
1500000US511970502003, 4
1500000US510872006001, 66
1500000US517402128021, 33
1500000US510872001124, 68
1500000US517600408001, 76
1500000US515900004002, 25
1500000US510594705004, 30
1500000US510594922031, 92
1500000US516789305003, 16
1500000US516839101001, 82
1500000US511076110202, 51
1500000US510131034024, 98
1500000US511539019003, 81
1500000US517900003005, 20
1500000US511076106011, 53
1500000US510594408001, 85
1500000US510594224031, 88
1500000US516003002002, 87
1500000US510150706005, 11
1500000US511539006002, 94
1500000US511539008023, 80
1500000US510594154013, 89
1500000US511539007011, 94
1500000US510411010102, 69
1500000US510594405022, 87
1500000US511539013032, 81
1500000US511076114003, 56
1500000US518000654003, 45
1500000US511610312023, 13
1500000US510670208003, 15
1500000US510594604002, 63
1500000US510594826023, 86
1500000US517402120002, 32
1500000US510594304003, 95
1500000US516200902003, 45
1500000US516800006003, 10
1500000US511430112003, 25
1500000US516800018001, 19
1500000US516300002001, 90
1500000US510090105042, 10
1500000US510310207002, 8
1500000US517700009003, 14
1500000US516500108003, 27
1500000US517600711003, 76
1500000US511610308023, 17
1500000US517402128012, 33
1500000US510731003012, 46
1500000US515900009003, 25
1500000US511539004074, 96
1500000US511210208002, 21
1500000US510872001212, 68
1500000US515400005011, 70
1500000US518100410042, 38
1500000US518100456012, 38
1500000US511610302011, 14
1500000US511650114002, 22
1500000US510010902002, 47
1500000US511610311012, 17
1500000US510594601003, 63
1500000US518100424004, 23
1500000US518100458063, 38
1500000US518100462171, 37
1500000US517000321323, 44
1500000US511552104003, 5
1500000US511970503015, 4
1500000US516708204001, 57
1500000US510594325003, 92
1500000US517402127014, 33
1500000US517100066052, 43
1500000US517100040024, 32
1500000US517600409001, 76
1500000US517100016001, 34
1500000US510050802023, 16
1500000US510594326001, 92
1500000US518100442004, 9
1500000US510594505001, 64
1500000US510594211012, 88
1500000US510594527003, 99
1500000US517402102001, 32
1500000US515500201002, 41
1500000US515708302002, 59
1500000US511790102112, 79
1500000US510131029013, 100
1500000US511030303001, 47
1500000US515500210102, 40
1500000US510594519002, 99
1500000US511770201081, 90
1500000US515500210131, 40
1500000US511910106011, 2
1500000US518100456011, 38
1500000US511770201102, 72
1500000US510594820021, 62
1500000US510872001053, 74
1500000US515500203002, 41
1500000US510594159001, 89
1500000US510131014022, 31
1500000US517100069011, 43
1500000US517600414002, 77
1500000US516500118003, 27
1500000US511076105044, 53
1500000US511076110181, 54
1500000US510131034023, 98
1500000US510030109012, 70
1500000US517000301002, 42
1500000US515500215011, 33
1500000US511076107022, 53
1500000US518100442001, 9
1500000US518100462253, 39
1500000US515200201002, 2
1500000US515102012031, 98
1500000US510594506022, 64
1500000US516600003021, 22
1500000US515102004061, 93
1500000US515102001072, 100
1500000US510411002092, 67
1500000US517100068002, 43
1500000US518000754032, 45
1500000US517100002011, 24
1500000US510594915023, 86
1500000US517100066064, 24
1500000US517000305001, 42
1500000US510594203002, 93
1500000US515400002022, 70
1500000US517100044002, 41
1500000US510479303002, 83
1500000US516500119002, 42
1500000US516500118002, 27
1500000US516500103111, 42
1500000US510190304013, 18
1500000US511790102101, 79
1500000US518100410033, 38
1500000US517402118002, 32
1500000US511076110111, 54
1500000US518100444024, 23
1500000US510330303001, 65
1500000US510259302032, 26
1500000US511350002003, 26
1500000US516708204003, 57
1500000US516500105013, 42
1500000US510690505004, 91
1500000US517100062002, 43
1500000US510594308021, 95
1500000US510366002001, 61
1500000US517750105013, 14
1500000US515102012034, 98
1500000US518100460024, 37
1500000US511990502052, 36
1500000US510594506021, 64
1500000US510411001071, 76
1500000US510131031003, 100
1500000US510411005102, 57
1500000US510650202003, 28
1500000US515200202002, 2
1500000US511319301004, 47
1500000US511690304001, 3
1500000US510030101001, 49
1500000US511539011001, 80
1500000US510594822022, 62
1500000US510350802004, 4
1500000US517700028003, 17
1500000US510599803001, 30
1500000US511959311002, 3
1500000US516500103063, 27
1500000US510190306021, 18
1500000US511970503012, 4
1500000US511430113002, 25
1500000US510872003051, 74
1500000US511210209003, 15
1500000US517100028001, 34
1500000US511910104011, 2
1500000US510839301001, 8
1500000US511552101004, 5
1500000US517402131032, 32
1500000US510538403004, 58
1500000US510411009213, 67
1500000US511730305001, 7
1500000US510872002022, 76
1500000US517000321172, 36
1500000US511210201002, 21
1500000US511390301003, 29
1500000US510350805001, 4
1500000US510853212021, 66
1500000US511910107002, 2
1500000US510230405011, 13
1500000US510479302011, 83
1500000US518100428011, 23
1500000US511210208001, 21
1500000US510619307071, 83
1500000US510594922033, 94
1500000US511552105002, 5
1500000US511210201001, 21
1500000US515400009002, 49
1500000US511790102041, 79
1500000US510979505003, 46
1500000US511430108021, 8
1500000US511752004002, 45
1500000US510030113022, 70
1500000US518100460064, 38
1500000US510950801012, 46
1500000US511590402002, 97
1500000US511210215003, 5
1500000US510030111003, 11
1500000US517600111002, 66
1500000US510579508003, 97
1500000US510670201013, 18
1500000US515900013021, 25
1500000US510731002013, 46
1500000US510411010042, 69
1500000US517600711004, 76
1500000US510594306002, 95
1500000US510030111001, 11
1500000US515708301003, 59
1500000US511790102141, 79
1500000US516900005001, 6
1500000US510190304012, 18
1500000US510839302011, 8
1500000US511159514002, 47
1500000US516800002014, 19
1500000US511359801001, 26
1500000US515500200022, 41
1500000US511539012352, 96
1500000US510594911031, 84
1500000US511539010052, 78
1500000US510594610001, 63
1500000US510853209001, 66
1500000US510731001001, 46
1500000US510411010131, 69
1500000US510379302002, 8
1500000US510594820012, 62
1500000US516500112003, 27
1500000US518100462142, 38
1500000US511059504001, 3
1500000US510594801003, 62
1500000US510594157002, 89
1500000US515500212003, 40
1500000US510950804011, 73
1500000US511870202002, 12
1500000US510594704002, 30
1500000US510594608002, 63
1500000US517600602002, 77
1500000US516900001001, 6
1500000US517402130011, 32
1500000US518000754031, 45
1500000US511210210003, 21
1500000US517600204002, 60
1500000US510411009291, 67
1500000US510010901003, 47
1500000US510594515021, 99
1500000US517308105002, 58
1500000US510230401002, 16
1500000US510131010002, 30
1500000US511390302003, 29
1500000US510350801001, 4
1500000US517600703002, 76
1500000US510872011021, 60
1500000US510030111005, 11
1500000US510872004091, 74
1500000US510411008211, 69
1500000US511752001002, 58
1500000US511210214004, 15
1500000US515200204001, 2
1500000US510411008041, 71
1500000US511210215002, 5
1500000US511552106001, 5
1500000US510594513001, 99
1500000US516839104021, 82
1500000US518100454274, 9
1500000US517750102002, 14
1500000US510030110001, 70
1500000US511539012251, 96
1500000US510190301012, 19
1500000US510030107002, 49
1500000US510594703001, 30
1500000US518100462222, 37
1500000US510619304023, 55
1500000US518000751012, 35
1500000US510110401003, 10
1500000US510330303002, 90
1500000US510690503002, 91
1500000US510872004063, 74
1500000US515500208053, 40
1500000US517100022001, 34
1500000US510411002101, 77
1500000US517000322251, 44
1500000US517100059012, 24
1500000US517100043003, 41
1500000US517100058003, 24
1500000US515500209062, 40
1500000US515500216015, 35
1500000US511690302002, 3
1500000US510872009053, 74
1500000US510872008042, 66
1500000US511552106002, 5
1500000US511539014152, 82
1500000US515400005022, 70
1500000US515500200021, 41
1500000US510872001091, 76
1500000US515800602002, 16
1500000US515102020022, 98
1500000US518400003014, 91
1500000US515500210092, 40
1500000US517000321232, 44
1500000US510594808022, 52
1500000US510594912012, 84
1500000US511179305002, 8
1500000US511639301004, 16
1500000US511870201001, 12
1500000US517353402002, 36
1500000US510594825033, 86
1500000US511539014171, 82
1500000US511030301004, 47
1500000US510366001002, 57
1500000US510839302021, 8
1500000US516003002003, 87
1500000US510330305004, 65
1500000US515500215012, 35
1500000US511390303002, 29
1500000US510411009351, 67
1500000US517100035011, 34
1500000US510131017022, 31
1500000US511539014112, 55
1500000US511076110163, 56
1500000US511210203001, 21
1500000US511970504011, 4
1500000US510310205001, 8
1500000US511610302052, 13
1500000US510872001041, 74
1500000US518100422021, 23
1500000US511179308002, 8
1500000US510131030003, 100
1500000US517000319011, 48
1500000US511210203003, 21
1500000US510379301003, 28
1500000US515500216011, 35
1500000US511099502022, 50
1500000US511990505003, 46
1500000US510190303002, 18
1500000US518100430041, 23
1500000US511770203052, 72
1500000US517750105023, 14
1500000US510594915011, 84
1500000US518200035003, 11
1500000US510594609001, 63
1500000US510594911022, 84
1500000US510818801021, 58
1500000US517100012001, 34
1500000US510594504001, 64
1500000US511350003005, 26
1500000US510594607021, 63
1500000US518400003024, 91
1500000US511650120001, 11
1500000US511539001002, 94
1500000US511430111001, 25
1500000US510731004001, 46
1500000US510594163002, 94
1500000US511610309004, 17
1500000US511850203006, 7
1500000US510230404024, 13
1500000US510131034021, 98
1500000US515500211021, 39
1500000US517700030002, 17
1500000US510594801002, 62
1500000US511910104021, 2
1500000US510110402001, 28
1500000US510411004032, 57
1500000US510079302001, 26
1500000US516800004001, 10
1500000US511179308004, 8
1500000US511179301011, 26
1500000US518100454083, 9
1500000US510594327011, 92
1500000US517700030003, 17
1500000US510872001092, 76
1500000US511590401003, 97
1500000US510990402001, 97
1500000US511539012313, 81
1500000US511210205004, 21
1500000US517600711001, 76
1500000US517700026002, 17
1500000US510510404003, 1
1500000US516500112002, 27
1500000US510310207003, 18
1500000US510872010033, 60
1500000US511539012083, 94
1500000US515500209061, 40
1500000US511076107012, 53
1500000US511059501003, 3
1500000US517100057011, 24
1500000US515500216013, 35
1500000US511539017023, 81
1500000US510872001063, 68
1500000US510411009331, 69
1500000US516800002031, 10
1500000US510010904002, 47
1500000US510594811042, 52
1500000US516500107022, 27
1500000US510990401001, 97
1500000US510594815001, 62
1500000US510594405013, 85
1500000US510932804004, 45
1500000US511430101003, 8
1500000US511690303003, 3
1500000US515102001062, 99
1500000US510670207004, 15
1500000US511959310002, 3
1500000US511350001004, 26
1500000US511179306003, 26
1500000US511959309001, 3
1500000US517100014003, 34
1500000US510030103003, 49
1500000US510594402021, 64
1500000US510050803011, 16
1500000US510594701002, 30
1500000US510619303024, 55
1500000US517750102001, 14
1500000US511710405005, 29
1500000US510619303041, 55
1500000US510872004073, 74
1500000US511455001014, 75
1500000US517100013002, 34
1500000US511650106001, 22
1500000US511850208002, 7
1500000US510310204011, 19
1500000US510872001043, 74
1500000US510770602012, 4
1500000US511430108012, 25
1500000US518100454071, 23
1500000US511210202013, 21
1500000US510411008191, 71
1500000US511670304011, 2
1500000US510330305005, 65
1500000US516500121001, 27
1500000US510350806021, 4
1500000US510131010004, 30
1500000US511610307012, 14
1500000US517353403001, 27
1500000US510670204003, 15
1500000US510310208002, 8
1500000US510719303002, 5
1500000US510050802011, 16
1500000US511579502002, 83
1500000US511430111002, 6
1500000US511770201082, 90
1500000US516500103064, 27
1500000US516500108001, 27
1500000US511610312011, 13
1500000US511770202021, 90
1500000US518100440013, 9
1500000US511319303001, 47
1500000US511539008011, 94
1500000US511770204061, 50
1500000US511850206001, 7
1500000US511770201063, 72
1500000US510950803042, 73
1500000US510853205001, 65
1500000US510270107001, 1
1500000US510510404001, 1
1500000US510090103002, 10
1500000US510594817021, 87
1500000US510259303003, 26
1500000US511650101002, 22
1500000US518000758032, 45
1500000US510190306011, 18
1500000US515500208091, 37
1500000US510190301013, 19
1500000US510594521021, 95
1500000US510639201021, 15
1500000US511390304003, 29
1500000US510411007013, 59
1500000US516500110003, 27
1500000US510110402002, 28
1500000US518000754011, 45
1500000US518000758022, 45
1500000US516500121002, 27
1500000US510594607023, 63
1500000US517402117002, 33
1500000US510411009261, 67
1500000US511076109002, 53
1500000US511790104031, 79
1500000US511099504002, 50
1500000US511539015052, 55
1500000US510131018033, 31
1500000US510594914041, 84
1500000US510690502002, 91
1500000US511430110022, 25
1500000US510190306032, 18
1500000US510230402001, 16
1500000US511390302004, 29
1500000US511119302004, 26
1500000US510259302012, 26
1500000US518100458093, 38
1500000US511099502011, 50
1500000US510890110003, 6
1500000US517308109003, 58
1500000US515102001034, 93
1500000US517750105012, 14
1500000US517100040022, 32
1500000US510594204001, 98
1500000US511259503003, 11
1500000US511552103002, 5
1500000US510190306023, 18
1500000US510594816002, 87
1500000US511650110001, 22
1500000US510190302021, 18
1500000US511539015044, 82
1500000US511959317002, 1
1500000US510411008123, 69
1500000US518100460132, 39
1500000US511455002001, 75
1500000US510510403002, 1
1500000US511371101041, 50
1500000US510594159002, 89
1500000US511330203005, 47
1500000US511319302001, 47
1500000US510131015001, 31
1500000US515500216014, 35
1500000US511210207001, 21
1500000US510619307061, 83
1500000US510872009031, 66
1500000US511710405001, 29
1500000US518000753012, 35
1500000US511610309003, 15
1500000US518100440041, 9
1500000US517359901000, 36
1500000US510131020021, 31
1500000US515900004001, 25
1500000US510411009311, 67
1500000US511870205002, 12
1500000US510594809012, 52
1500000US515900011001, 25
1500000US515500214031, 33
1500000US515102005001, 93
1500000US517000314004, 48
1500000US510594820022, 62
1500000US510270106001, 1
1500000US511650114004, 20
1500000US510594824001, 62
1500000US511430105002, 25
1500000US510872005031, 74
1500000US510079301004, 28
1500000US517353402004, 36
1500000US515500200035, 41
1500000US511610310001, 17
1500000US510594901012, 84
1500000US510890110001, 6
1500000US510190306013, 18
1500000US516600004011, 22
1500000US517750103001, 14
1500000US511990511001, 46
1500000US510479305021, 83
1500000US510411001061, 67
1500000US510950804012, 46
1500000US510411005063, 59
1500000US510010903003, 47
1500000US511539014081, 82
1500000US511639301001, 16
1500000US517308105004, 59
1500000US518000753013, 35
1500000US510770603001, 7
1500000US510190306012, 18
1500000US510594612022, 87
1500000US510131024001, 100
1500000US517600209002, 60
1500000US511076114002, 52
1500000US510872011022, 60
1500000US510839308002, 8
1500000US511539004081, 96
1500000US510890108003, 6
1500000US510131022003, 99
1500000US511479302021, 28
1500000US510411005082, 59
1500000US510230403011, 13
1500000US510131004002, 31
1500000US510350802002, 4
1500000US517000323003, 44
1500000US517000318002, 48
1500000US510150711013, 11
1500000US511770203082, 72
1500000US510594222012, 92
1500000US517700006011, 13
1500000US511990509001, 46
1500000US517402123004, 33
1500000US518100458031, 38
1500000US510190303001, 16
1500000US511390305002, 29
1500000US511539014113, 55
1500000US516900002001, 6
1500000US515500205001, 41
1500000US511539009051, 80
1500000US511076105041, 53
1500000US510150707002, 20
1500000US510479302023, 83
1500000US510990405002, 97
1500000US517308103001, 59
1500000US511179303003, 26
1500000US511910110002, 2
1500000US510932802002, 45
1500000US517402102002, 32
1500000US517600708011, 77
1500000US517100034002, 34
1500000US518100462161, 39
1500000US517000314003, 42
1500000US510411009321, 67
1500000US518100454233, 39
1500000US510670208005, 15
1500000US511870207001, 83
1500000US510890106012, 6
1500000US510719302001, 5
1500000US510594509002, 64
1500000US510079302003, 75
1500000US510510403003, 1
1500000US510872004111, 74
1500000US510350804002, 4
1500000US515102001032, 93
1500000US511970502002, 4
1500000US511430106001, 8
1500000US510872001051, 74
1500000US511539010013, 80
1500000US511330203003, 47
1500000US511610302012, 14
1500000US510270102003, 1
1500000US511498505012, 58
1500000US510190306042, 18
1500000US518000752032, 35
1500000US515500201003, 41
1500000US511690302001, 3
1500000US518100428023, 23
1500000US510619302071, 55
1500000US510594826021, 86
1500000US511539011004, 80
1500000US511410303013, 6
1500000US518303703003, 73
1500000US510379303001, 8
1500000US510270104002, 1
1500000US510872012021, 61
1500000US510430101005, 53
1500000US515958901002, 58
1500000US511539014091, 82
1500000US510650201011, 49
1500000US510579507003, 97
1500000US510872004121, 74
1500000US511539012111, 78
1500000US510594601002, 63
1500000US511539015091, 55
1500000US511210208004, 21
1500000US510594805052, 62
1500000US511539012361, 78
1500000US518100454064, 39
1500000US510310201021, 8
1500000US510310201011, 10
1500000US510594406001, 87
1500000US510594817011, 86
1500000US518100428015, 38
1500000US516500116003, 27
1500000US510872007001, 66
1500000US516600004025, 22
1500000US511770203101, 72
1500000US510670208004, 15
1500000US518100424001, 23
1500000US511790101032, 80
1500000US518000652002, 45
1500000US510190304023, 18
1500000US510594617001, 63
1500000US510479305011, 83
1500000US511539014122, 82
1500000US510890107002, 6
1500000US510650201012, 49
1500000US510594321002, 85
1500000US516600003012, 22
1500000US510872001271, 68
1500000US511610307014, 14
1500000US518000754053, 45
1500000US511850202001, 7
1500000US510190305033, 18
1500000US511930101001, 97
1500000US510579506001, 97
1500000US511210214001, 15
1500000US510479301023, 83
1500000US511770202052, 90
1500000US517100025002, 32
1500000US515400006002, 70
1500000US511410303022, 15
1500000US510131012001, 99
1500000US511990511002, 46
1500000US510594710001, 30
1500000US510499302003, 28
1500000US510950803013, 73
1500000US511076110251, 51
1500000US510853209002, 61
1500000US511059506001, 3
1500000US511752004003, 45
1500000US518100460154, 39
1500000US515500213021, 33
1500000US518200035002, 11
1500000US517100051003, 41
1500000US511099503003, 50
1500000US510594211011, 88
1500000US518000754022, 45
1500000US511199512002, 47
1500000US511552103003, 5
1500000US516600004021, 22
1500000US511076112072, 56
1500000US511539003004, 94
1500000US518100458051, 38
1500000US511818601003, 73
1500000US515900005002, 25
1500000US510190302013, 18
1500000US510594804022, 62
1500000US511539019004, 81
1500000US510411007011, 59
1500000US511990510002, 46
1500000US510872001071, 74
1500000US510079302002, 75
1500000US511770201061, 79
1500000US510979505002, 46
1500000US510030101002, 11
1500000US515958902004, 58
1500000US517750101001, 14
1500000US515400003021, 70
1500000US510594825013, 52
1500000US511990503062, 44
1500000US510594318021, 85
1500000US510690511013, 91
1500000US510594822024, 62
1500000US510594917042, 86
1500000US510872006004, 66
1500000US515500214024, 33
1500000US518100462041, 37
1500000US510310204032, 19
1500000US515708301001, 57
1500000US511479303005, 26
1500000US511076115022, 56
1500000US516300003023, 90
1500000US510411005053, 59
1500000US510411009123, 69
1500000US517308105003, 58
1500000US515102002011, 100
1500000US510030109011, 70
1500000US517600711002, 76
1500000US511539004034, 96
1500000US510872001211, 68
1500000US511076110242, 51
1500000US511670304021, 2
1500000US510594920001, 87
1500000US517600706022, 77
1500000US510950803012, 73
1500000US510259303002, 26
1500000US510131014021, 31
1500000US518100422022, 23
1500000US511770202011, 90
1500000US511610303001, 14
1500000US510770602023, 4
1500000US510050802012, 16
1500000US511690301003, 3
1500000US510230404022, 13
1500000US516600002073, 22
1500000US511650111002, 22
1500000US517750101003, 14
1500000US510670202002, 18
1500000US515102016001, 98
1500000US511019502002, 97
1500000US510872010031, 60
1500000US510430102003, 12
1500000US510270102001, 1
1500000US510411009312, 67
1500000US510594901013, 84
1500000US517100056014, 24
1500000US510790301024, 49
1500000US518100454151, 39
1500000US510594612021, 87
1500000US510430103002, 53
1500000US517402130013, 32
1500000US511179306001, 26
1500000US511959307003, 1
1500000US515500215014, 33
1500000US517100042002, 41
1500000US515500209063, 40
1500000US511076110252, 51
1500000US511277003004, 73
1500000US517700005002, 13
1500000US510594616013, 63
1500000US516839103022, 81
1500000US511539012082, 94
1500000US510110401001, 28
1500000US517100049002, 32
1500000US511259501002, 11
1500000US511076107023, 53
1500000US510230402002, 16
1500000US510479302022, 83
1500000US517600109001, 66
1500000US517700012002, 17
1500000US518100426002, 23
1500000US518100406001, 43
1500000US511910105021, 2
1500000US511770202041, 90
1500000US515102010002, 100
1500000US511179304002, 26
1500000US518100454241, 9
1500000US510110403004, 28
1500000US510411004093, 59
1500000US511076118062, 51
1500000US511076106013, 53
1500000US510872002023, 76
1500000US510330304002, 72
1500000US510030111004, 11
1500000US510594502002, 64
1500000US510731002034, 46
1500000US510818801011, 58
1500000US511539015053, 55
1500000US517000312001, 42
1500000US511990504021, 36
1500000US511179301021, 26
1500000US511430104003, 6
1500000US510190305031, 18
1500000US518100438002, 9
1500000US510411005061, 59
1500000US510594213001, 89
1500000US511770204042, 50
1500000US510411010112, 69
1500000US510330305002, 65
1500000US511610307022, 14
1500000US510330301004, 90
1500000US511710402011, 29
1500000US511210208003, 21
1500000US517700028002, 17
1500000US510079301003, 75
1500000US510090104011, 10
1500000US510853203002, 75
1500000US511390303001, 29
1500000US510594210011, 88
1500000US515102004072, 93
1500000US510030112011, 11
1500000US510690503001, 91
1500000US511930104002, 97
1500000US510872004064, 65
1500000US510030103005, 49
1500000US510932801033, 48
1500000US516859202002, 81
1500000US511730302004, 2
1500000US510872005012, 76
1500000US510190306053, 18
1500000US510594223012, 88
1500000US515500214021, 33
1500000US511319301001, 47
1500000US516500121003, 27
1500000US510594202011, 88
1500000US510853212013, 61
1500000US510594921002, 85
1500000US511690301002, 3
1500000US510594802011, 30
1500000US518000757022, 45
1500000US510594401004, 95
1500000US511970503021, 4
1500000US511790103012, 79
1500000US510950801022, 46
1500000US517600505003, 76
1500000US510190306022, 18
1500000US510872011012, 60
1500000US510754001001, 68
1500000US510594602001, 63
1500000US510110401005, 28
1500000US510731002011, 46
1500000US510259303005, 26
1500000US515102004063, 93
1500000US511790102142, 79
1500000US518100458013, 38
1500000US517000303005, 42
1500000US511455004002, 75
1500000US510594604001, 63
1500000US510853202002, 65
1500000US518000758013, 45
1500000US510538406001, 58
1500000US511610307013, 14
1500000US510932803002, 45
1500000US511552101001, 5
1500000US510594202021, 93
1500000US511139302004, 83
1500000US510594217021, 88
1500000US510131027012, 100
1500000US510190301032, 19
1500000US517402127011, 33
1500000US515800601002, 16
1500000US510190305012, 18
1500000US517000321173, 36
1500000US517600412001, 77
1500000US518100460122, 38
1500000US510594316001, 92
1500000US511455002002, 75
1500000US510190302012, 18
1500000US510411010091, 69
1500000US517100061005, 34
1500000US511371101034, 50
1500000US517600502001, 76
1500000US515500213023, 33
1500000US511850206003, 7
1500000US511539012241, 96
1500000US510131010001, 30
1500000US510538405001, 58
1500000US517402114001, 32
1500000US511539002031, 94
1500000US510619303022, 55
1500000US511076103002, 54
1500000US511430102003, 18
1500000US510594323003, 85
1500000US511539012113, 96
1500000US518000655001, 45
1500000US510131013001, 99
1500000US510310204034, 19
1500000US510030113013, 70
1500000US510872014041, 61
1500000US510411003002, 71
1500000US510131037002, 98
1500000US510594218003, 88
1500000US517100009011, 34
1500000US511770204071, 72
1500000US511990503041, 36
1500000US510090102003, 10
1500000US510579508002, 97
1500000US511770204033, 72
1500000US511210213002, 21
1500000US511579501002, 83
1500000US510890103003, 6
1500000US510599802001, 52
1500000US510594153003, 89
1500000US517600602001, 77
1500000US511210211004, 21
1500000US511210211002, 21
1500000US511179303002, 26
1500000US511870201002, 12
1500000US511752004001, 45
1500000US510030109021, 70
1500000US510872005022, 76
1500000US516500103112, 42
1500000US511539012123, 78
1500000US517750105024, 14
1500000US510411008152, 71
1500000US510050801001, 16
1500000US510950802063, 73
1500000US510853208041, 65
1500000US510270103001, 1
1500000US511076105033, 54
1500000US511710407002, 29
1500000US511730303011, 7
1500000US510030110005, 70
1500000US517700029003, 17
1500000US510150710001, 16
1500000US511650115001, 20
1500000US510594211032, 88
1500000US510670204002, 15
1500000US516600003022, 22
1500000US510670201011, 18
1500000US511610309001, 17
1500000US510670203002, 18
1500000US515500207001, 41
1500000US511539012311, 81
1500000US510594511002, 99
1500000US511539011003, 80
1500000US510990404001, 97
1500000US510411009191, 69
1500000US516839102012, 81
1500000US510594154023, 89
1500000US510950804021, 73
1500000US510538401002, 58
1500000US510411002063, 71
1500000US510510401002, 1
1500000US510411008221, 59
1500000US511790104032, 79
1500000US511790104051, 90
1500000US511910107001, 2
1500000US511790104042, 79
1500000US511790102062, 79
1500000US511790101051, 80
1500000US511790101053, 80
1500000US511790102022, 79
1500000US511790103011, 79
1500000US511910102002, 2
1500000US511910103001, 2
1500000US517750102005, 14
1500000US511498501002, 57
1500000US511910103002, 2
1500000US511910103003, 2
1500000US510430101004, 53
1500000US510430102001, 91
1500000US510594156002, 89
1500000US510131016011, 31
1500000US511199509002, 97
1500000US511059504002, 3
1500000US511910109003, 2
1500000US511410303012, 15
1500000US517600416001, 76
1500000US510650202002, 50
1500000US511498504003, 57
1500000US511498504002, 57
