AFFGEOID,DNAME11
1500000US515102018014, 6
1500000US515102004051, 6
1500000US515102006003, 6
1500000US515102003034, 6
1500000US517600710014, 4
1500000US517600104021, 4
1500000US517600502003, 4
1500000US517600407001, 4
1500000US517600405001, 4
1500000US517600411001, 4
1500000US517600604005, 4
1500000US517600604002, 4
1500000US517600709001, 4
1500000US517600402001, 4
1500000US517600302002, 4
1500000US517600301002, 4
1500000US516708206002, 3
1500000US517600206002, 3
1500000US517600604001, 4
1500000US517600607005, 4
1500000US517600708022, 4
1500000US516789305004, 10
1500000US516859201003, 8
1500000US515400010003, 9
1500000US515400004022, 9
1500000US516300004002, 5
1500000US516300001001, 5
1500000US516300002004, 5
1500000US515400005021, 9
1500000US515400007002, 9
1500000US517600701003, 4
1500000US517600710013, 4
1500000US517308106002, 3
1500000US517308107001, 3
1500000US517308112002, 3
1500000US517600109002, 4
1500000US516003001004, 7
1500000US516003005003, 7
1500000US510538403002, 3
1500000US511552104002, 11
1500000US511552102013, 11
1500000US511910105012, 11
1500000US510411009211, 4
1500000US510411009072, 4
1500000US510411008231, 3
1500000US510411008053, 4
1500000US511959315003, 11
1500000US510411008071, 3
1500000US510411008042, 4
1500000US510411009292, 4
1500000US510411006002, 3
1500000US510411006003, 3
1500000US510839308001, 10
1500000US510510402002, 11
1500000US510411009103, 4
1500000US510131009003, 6
1500000US510131029022, 6
1500000US510131031002, 6
1500000US517000313003, 2
1500000US517000320063, 2
1500000US515500210124, 1
1500000US517000321233, 3
1500000US515500213013, 2
1500000US510932801061, 2
1500000US510932801062, 2
1500000US510411005052, 3
1500000US510411004072, 3
1500000US510411002061, 4
1500000US510411004094, 3
1500000US510131018011, 6
1500000US517600706014, 4
1500000US516200901003, 3
1500000US511730307012, 11
1500000US518400001003, 8
1500000US510131011001, 6
1500000US510131009001, 6
1500000US510131007001, 6
1500000US510131006002, 6
1500000US510131015005, 6
1500000US510131019003, 6
1500000US510131025003, 6
1500000US510131032004, 6
1500000US510131017023, 6
1500000US510350803003, 11
1500000US510770601013, 11
1500000US517900002003, 9
1500000US517900003003, 9
1500000US517900004003, 9
1500000US517900005002, 9
1500000US510594619021, 7
1500000US510594917025, 7
1500000US510594916012, 8
1500000US510594916011, 8
1500000US510594309021, 7
1500000US510594822033, 7
1500000US510594316002, 6
1500000US510594712011, 7
1500000US510310203001, 10
1500000US510310204022, 10
1500000US510411004061, 3
1500000US510411002054, 4
1500000US510411010111, 4
1500000US511539001001, 5
1500000US511539004092, 5
1500000US511539006001, 5
1500000US511539005021, 5
1500000US511539004072, 5
1500000US511539010091, 5
1500000US510594811021, 7
1500000US510594506012, 7
1500000US510594911034, 8
1500000US510594911033, 8
1500000US510594528021, 6
1500000US510594612011, 7
1500000US510411009232, 4
1500000US510411010081, 4
1500000US510594711001, 7
1500000US510594320002, 7
1500000US510594205021, 6
1500000US510594302021, 7
1500000US510594217012, 6
1500000US510594217011, 6
1500000US510594405021, 7
1500000US510594826024, 7
1500000US510594210022, 6
1500000US510411008201, 4
1500000US518100440031, 1
1500000US518100434001, 1
1500000US517402131012, 2
1500000US517402121001, 2
1500000US511498501001, 3
1500000US510594619012, 7
1500000US510594802021, 7
1500000US510594901011, 8
1500000US510594825014, 8
1500000US510594918032, 7
1500000US510131028011, 6
1500000US510131022004, 6
1500000US518000751023, 2
1500000US518000751011, 2
1500000US517100007001, 2
1500000US517600706013, 4
1500000US517100057021, 1
1500000US517100024001, 2
1500000US517100022002, 2
1500000US517100044003, 1
1500000US517100058001, 1
1500000US517100036001, 2
1500000US516500103072, 2
1500000US516500103092, 2
1500000US511076106041, 8
1500000US511076105043, 8
1500000US515200204004, 11
1500000US516500115004, 2
1500000US510131023021, 6
1500000US510131028015, 6
1500000US510131014034, 6
1500000US517600610002, 4
1500000US517600604004, 4
1500000US517600608002, 4
1500000US517100037002, 2
1500000US518000755015, 2
1500000US518000757024, 2
1500000US517700006022, 10
1500000US517700011001, 10
1500000US517700024001, 10
1500000US517700026001, 10
1500000US518000654001, 2
1500000US517600104012, 4
1500000US517600202002, 3
1500000US517100070021, 1
1500000US510131014023, 6
1500000US510131014033, 6
1500000US510131018021, 6
1500000US510131016021, 6
1500000US515400004011, 9
1500000US515400007003, 9
1500000US511838702021, 3
1500000US511838702012, 3
1500000US517500101021, 11
1500000US516500103042, 2
1500000US515102001051, 6
1500000US515102004055, 6
1500000US515102004041, 6
1500000US511076110191, 8
1500000US511076118021, 8
1500000US511076116012, 8
1500000US511076110121, 8
1500000US511076110233, 8
1500000US511076110222, 8
1500000US511076110161, 8
1500000US511076110062, 8
1500000US511076110101, 8
1500000US517000322243, 3
1500000US517000320062, 2
1500000US510050701002, 10
1500000US510050701004, 10
1500000US511076110141, 8
1500000US511076107021, 8
1500000US511076110171, 8
1500000US515102003012, 6
1500000US515102004054, 6
1500000US516600002071, 9
1500000US517000321262, 2
1500000US517000322233, 3
1500000US510150711012, 9
1500000US511650102001, 9
1500000US510131020032, 6
1500000US510131038001, 6
1500000US510131027021, 6
1500000US510131035012, 6
1500000US516600001022, 9
1500000US517000311002, 2
1500000US515500208073, 1
1500000US515500208062, 1
1500000US510690511012, 8
1500000US510690511011, 8
1500000US510690508022, 8
1500000US510853210021, 3
1500000US510853214021, 3
1500000US510853210011, 3
1500000US511076111012, 8
1500000US511076106014, 8
1500000US511076112041, 7
1500000US510731003022, 3
1500000US516500108002, 2
1500000US516500112001, 2
1500000US516839102021, 8
1500000US516839103013, 8
1500000US516839103021, 8
1500000US511770203041, 5
1500000US511539014162, 8
1500000US511539015061, 8
1500000US511539014083, 8
1500000US511539005013, 5
1500000US511539012283, 5
1500000US511790101052, 5
1500000US511790102111, 5
1500000US511790104062, 5
1500000US511790102053, 5
1500000US511790102122, 5
1500000US517402109001, 2
1500000US517402105001, 2
1500000US510594914013, 7
1500000US518100454212, 1
1500000US518100452003, 1
1500000US518100460141, 1
1500000US518100462203, 1
1500000US518100462233, 1
1500000US517308104001, 3
1500000US518100408023, 1
1500000US510594917022, 7
1500000US510594307001, 6
1500000US510594922022, 7
1500000US510594506011, 7
1500000US510594802031, 7
1500000US518100456032, 1
1500000US518100456041, 1
1500000US518100440034, 1
1500000US518100448074, 1
1500000US518100454252, 1
1500000US518100462134, 1
1500000US510594523012, 7
1500000US510594914012, 7
1500000US510594918012, 7
1500000US510594811041, 7
1500000US510731003023, 3
1500000US510594154011, 6
1500000US510594152003, 6
1500000US510594214004, 6
1500000US510594516014, 6
1500000US510594205031, 6
1500000US510330302011, 5
1500000US518100454272, 1
1500000US517402126001, 2
1500000US517402129003, 2
1500000US517308113003, 3
1500000US517308105001, 3
1500000US510594911021, 8
1500000US510670208002, 10
1500000US511770203072, 5
1500000US511770204081, 5
1500000US511770201133, 5
1500000US511770202012, 5
1500000US511990503031, 2
1500000US511990503051, 2
1500000US511210210001, 11
1500000US511277002003, 3
1500000US511179302001, 4
1500000US511970503014, 11
1500000US516300003021, 5
1500000US510872001273, 4
1500000US511539012212, 5
1500000US511539014072, 8
1500000US510010901004, 1
1500000US511990502044, 2
1500000US510030105001, 9
1500000US510030113032, 9
1500000US510030103004, 9
1500000US510030109031, 9
1500000US511539012122, 5
1500000US511539012243, 5
1500000US511539012292, 5
1500000US510839308003, 10
1500000US510839306003, 10
1500000US515900009002, 10
1500000US515900007003, 10
1500000US511539015051, 8
1500000US511539012331, 5
1500000US511539012371, 5
1500000US511539010112, 5
1500000US510853212011, 3
1500000US510872003053, 4
1500000US510872011014, 3
1500000US510872015014, 3
1500000US510872001164, 4
1500000US510872001263, 4
1500000US510872001301, 5
1500000US510872004141, 4
1500000US510872012012, 3
1500000US510872017012, 3
1500000US510950801021, 3
1500000US516300001002, 5
1500000US511539002022, 5
1500000US511539007021, 5
1500000US511539012233, 5
1500000US515800601003, 10
1500000US518200034002, 9
1500000US518200032003, 9
1500000US511539010011, 5
1500000US511539012091, 5
1500000US511539016021, 8
1500000US511539014031, 8
1500000US511539012273, 5
1500000US511539012095, 5
1500000US510190501002, 10
1500000US511076113002, 7
1500000US511076105052, 8
1500000US511076117003, 8
1500000US518100460061, 1
1500000US517402114002, 2
1500000US517402117001, 2
1500000US517402118003, 2
1500000US517402121002, 2
1500000US517402126002, 2
1500000US517100057022, 2
1500000US517100061001, 1
1500000US517100066021, 1
1500000US517100066063, 1
1500000US518109901000, 1
1500000US518100402003, 1
1500000US517100029004, 2
1500000US517100034001, 2
1500000US517100040011, 2
1500000US517100043002, 2
1500000US517100044001, 1
1500000US517100051002, 1
1500000US517100055002, 2
1500000US515500210062, 1
1500000US515500209041, 1
1500000US515500213011, 2
1500000US515500214041, 2
1500000US515500216021, 2
1500000US515500216024, 2
1500000US518100422024, 1
1500000US518100428014, 1
1500000US518100442002, 1
1500000US518100448071, 1
1500000US518100454052, 1
1500000US517402103001, 2
1500000US517402106002, 2
1500000US517100069012, 1
1500000US517109900000, 2
1500000US517100005001, 2
1500000US517100014001, 2
1500000US517100002024, 1
1500000US518100404044, 1
1500000US518100408013, 1
1500000US518100410022, 1
1500000US518100412001, 1
1500000US518100422011, 1
1500000US518100422012, 1
1500000US518100438004, 1
1500000US517000303002, 2
1500000US517000306003, 2
1500000US518100458081, 1
1500000US518100460101, 1
1500000US518100460054, 1
1500000US518100460142, 1
1500000US517402127021, 2
1500000US517402131011, 2
1500000US517000320021, 2
1500000US517000313001, 2
1500000US518100410032, 1
1500000US517000308002, 2
1500000US518100448061, 1
1500000US518100454142, 1
1500000US518100454221, 1
1500000US518100458062, 1
1500000US518100460052, 1
1500000US518100462122, 1
1500000US518100462144, 1
1500000US518100462243, 1
1500000US517100024003, 2
1500000US517100024002, 2
1500000US517100027001, 2
1500000US517100028003, 2
1500000US517000316012, 2
1500000US517000304002, 2
1500000US518100454173, 1
1500000US517100056013, 1
1500000US518100458071, 1
1500000US518100460123, 1
1500000US518100462113, 1
1500000US518100462225, 1
1500000US518100404031, 1
1500000US517000321282, 2
1500000US510150708004, 9
1500000US510150705002, 9
1500000US510150712001, 9
1500000US516500110002, 2
1500000US516500103122, 2
1500000US516500107032, 2
1500000US516500120002, 2
1500000US516500101032, 2
1500000US516500101041, 2
1500000US511650111001, 9
1500000US511650105002, 9
1500000US511650114003, 9
1500000US510594616014, 7
1500000US511990502041, 2
1500000US517353402003, 2
1500000US517700005003, 10
1500000US517700001002, 10
1500000US511959309002, 11
1500000US517500102002, 11
1500000US510690511022, 8
1500000US510690501002, 8
1500000US510919701003, 9
1500000US511710403002, 9
1500000US511610302051, 10
1500000US511610307021, 11
1500000US511610308011, 11
1500000US511610308012, 10
1500000US510270103003, 11
1500000US515500200023, 1
1500000US515500200033, 1
1500000US515500204001, 1
1500000US515500206004, 1
1500000US517700025003, 10
1500000US511850202004, 11
1500000US511850210003, 11
1500000US511850210004, 11
1500000US511552103005, 11
1500000US511552103004, 11
1500000US510719303003, 11
1500000US510719304004, 11
1500000US510479305022, 9
1500000US510619307063, 5
1500000US510594809013, 8
1500000US510411009293, 4
1500000US516600001013, 9
1500000US517100002021, 1
1500000US516800006002, 10
1500000US518100416002, 1
1500000US517000309001, 2
1500000US510030108003, 9
1500000US510872001072, 4
1500000US510090101004, 10
1500000US510790302002, 9
1500000US517308110002, 3
1500000US510131026002, 6
1500000US515500204003, 2
1500000US518100454051, 1
1500000US510872008051, 4
1500000US517700001003, 11
1500000US511730306003, 11
1500000US511210203005, 11
1500000US517402120001, 2
1500000US511790102073, 5
1500000US517000309002, 2
1500000US510594324023, 7
1500000US511319302002, 1
1500000US517700018003, 10
1500000US517700019002, 10
1500000US517700027004, 10
1500000US517700003001, 10
1500000US517700009002, 11
1500000US517700022001, 11
1500000US511990503063, 3
1500000US518100460062, 1
1500000US517000306001, 2
1500000US516500106021, 2
1500000US516500103102, 2
1500000US516500104005, 2
1500000US516500101036, 2
1500000US516500118001, 2
1500000US518000653004, 2
1500000US517000303001, 2
1500000US517000308001, 2
1500000US517000322122, 3
1500000US511752002001, 3
1500000US518303701003, 3
1500000US511076110214, 8
1500000US511610308013, 11
1500000US510411003001, 3
1500000US510594161002, 6
1500000US517000303006, 2
1500000US510594506014, 7
1500000US510594301011, 7
1500000US510150711022, 9
1500000US510411009301, 4
1500000US517100057012, 2
1500000US515102018011, 6
1500000US510310204031, 10
1500000US510131036012, 6
1500000US516800006004, 10
1500000US516800010003, 10
1500000US516800016002, 10
1500000US516800017001, 10
1500000US516800006001, 10
1500000US516800007001, 10
1500000US510090101003, 10
1500000US510310209003, 10
1500000US510310207001, 10
1500000US511390305005, 9
1500000US510619304011, 8
1500000US511870204003, 8
1500000US511870205003, 8
1500000US516800009001, 10
1500000US510594826012, 8
1500000US517600204005, 3
1500000US510594616021, 7
1500000US510310203002, 10
1500000US511539014033, 8
1500000US510594826022, 7
1500000US510131007004, 6
1500000US516800002012, 10
1500000US517100066061, 1
1500000US510594302012, 7
1500000US510411009104, 4
1500000US510131018031, 6
1500000US518100410031, 1
1500000US511539016013, 8
1500000US510131012002, 6
1500000US511076110131, 8
1500000US515900006003, 10
1500000US510594822034, 7
1500000US517700005004, 10
1500000US517600305001, 4
1500000US510594811051, 7
1500000US516600004024, 9
1500000US510872008043, 4
1500000US510594524001, 6
1500000US510594402024, 7
1500000US510594917043, 7
1500000US510030107001, 9
1500000US517100064002, 1
1500000US511770201071, 5
1500000US517100003001, 2
1500000US517100056022, 2
1500000US517100059024, 1
1500000US510411009151, 4
1500000US518400002011, 8
1500000US510594211013, 6
1500000US510131015002, 6
1500000US518100428013, 1
1500000US510594528014, 6
1500000US510131013004, 6
1500000US515102012041, 6
1500000US510594316003, 6
1500000US517000320023, 2
1500000US510131036021, 6
1500000US510594522003, 7
1500000US510872004072, 4
1500000US510411004052, 3
1500000US510594615002, 7
1500000US517750102003, 11
1500000US517353401001, 2
1500000US510594811043, 8
1500000US510872014031, 3
1500000US511210209001, 11
1500000US510131017031, 6
1500000US510594712022, 7
1500000US510150701003, 9
1500000US510594809022, 7
1500000US518100462114, 1
1500000US515200203002, 11
1500000US511539012112, 5
1500000US517000322113, 3
1500000US517000322231, 3
1500000US517600102001, 4
1500000US515958902002, 3
1500000US515500210121, 1
1500000US510594218002, 6
1500000US511690304002, 11
1500000US518100448072, 1
1500000US517100002012, 1
1500000US516839104013, 8
1500000US510872012022, 3
1500000US510131016022, 6
1500000US510594218001, 6
1500000US510131009002, 6
1500000US510150711011, 9
1500000US510594601001, 7
1500000US510890103004, 10
1500000US515500214023, 2
1500000US517000320052, 3
1500000US511539012261, 5
1500000US510890102004, 10
1500000US511730301001, 11
1500000US511539010102, 5
1500000US510872015013, 3
1500000US510594913014, 8
1500000US510594205033, 6
1500000US510594817012, 7
1500000US510594224021, 6
1500000US510594811062, 7
1500000US510131027022, 6
1500000US511539015082, 8
1500000US510594223024, 6
1500000US518000651001, 2
1500000US510594922023, 7
1500000US510872004061, 4
1500000US510872015022, 3
1500000US518100446004, 1
1500000US516600002044, 9
1500000US510594712012, 7
1500000US515500202003, 1
1500000US511970503011, 11
1500000US510594615003, 7
1500000US511076114001, 7
1500000US511076119002, 8
1500000US510131036011, 6
1500000US517308103003, 3
1500000US517600409002, 4
1500000US510594616022, 7
1500000US511076110052, 8
1500000US517402124003, 2
1500000US516789305006, 10
1500000US511210206002, 11
1500000US510594713032, 7
1500000US510594323002, 7
1500000US510950801013, 3
1500000US517402124001, 2
1500000US510594223021, 6
1500000US510594825043, 7
1500000US517100025001, 2
1500000US510594804021, 7
1500000US517600608001, 4
1500000US517600701002, 4
1500000US511790104041, 5
1500000US515900006002, 10
1500000US516500101034, 2
1500000US516500103132, 2
1500000US517600501002, 4
1500000US510594923002, 7
1500000US518000757021, 2
1500000US510594154022, 6
1500000US510872004071, 4
1500000US510594507021, 7
1500000US510594525021, 6
1500000US515102006005, 6
1500000US510594306003, 6
1500000US510594917041, 7
1500000US510594407023, 7
1500000US517600706021, 4
1500000US518000655003, 2
1500000US515102007021, 6
1500000US510594211034, 6
1500000US511990503043, 2
1500000US516600002051, 9
1500000US510594713031, 7
1500000US518400002012, 8
1500000US510594314001, 7
1500000US511199510002, 3
1500000US511076118033, 8
1500000US511210204001, 11
1500000US516859201002, 8
1500000US510872001231, 4
1500000US518100416003, 1
1500000US510131014032, 6
1500000US517600502002, 4
1500000US510594310012, 7
1500000US510594825015, 8
1500000US517100059011, 1
1500000US517100004002, 2
1500000US518100430042, 1
1500000US516600004022, 9
1500000US510131029021, 6
1500000US511539012252, 5
1500000US517100013001, 2
1500000US510872001121, 4
1500000US517000322242, 3
1500000US510594155002, 6
1500000US517100065012, 1
1500000US517100057013, 2
1500000US515102018022, 6
1500000US518100440011, 1
1500000US517100061002, 1
1500000US510131015003, 6
1500000US515500208041, 1
1500000US517600107001, 4
1500000US510131013003, 6
